Device Category,Country,Date,Session
desktop,Canada,2019-02-25,1
desktop,Canada,2019-02-26,5
desktop,Canada,2019-02-27,6
desktop,Canada,2019-02-28,6
desktop,Canada,2019-03-01,9
desktop,Canada,2019-03-06,1
desktop,Canada,2019-03-07,3
desktop,Canada,2019-03-08,3
desktop,Canada,2019-03-10,2
desktop,Canada,2019-03-15,3
desktop,Canada,2019-03-18,1
desktop,Canada,2019-03-19,1
desktop,Canada,2019-03-25,1
desktop,Canada,2019-03-27,7
desktop,Canada,2019-03-28,2
desktop,Canada,2019-04-30,1
desktop,Canada,2019-05-07,1
desktop,Canada,2019-05-09,1
desktop,Canada,2019-05-20,1
desktop,Canada,2019-05-24,1
desktop,Canada,2019-06-16,2
desktop,Canada,2019-06-26,1
desktop,Canada,2019-07-22,1
desktop,Canada,2019-07-28,2
desktop,Canada,2019-08-02,1
desktop,Canada,2019-08-08,1
desktop,Canada,2019-08-14,2
desktop,Canada,2019-09-02,1
desktop,Canada,2019-09-05,1
desktop,Canada,2019-09-06,1
desktop,Canada,2019-09-08,1
desktop,Canada,2019-09-23,1
desktop,Canada,2019-09-24,1
desktop,Canada,2019-10-04,1
desktop,Canada,2019-10-12,1
desktop,Canada,2019-10-20,1
desktop,Canada,2019-10-21,1
desktop,Canada,2019-10-23,1
desktop,Canada,2019-10-24,1
desktop,Canada,2019-11-07,1
desktop,Canada,2019-11-08,1
desktop,Canada,2019-11-09,1
desktop,Canada,2019-11-12,2
desktop,Canada,2019-11-15,1
desktop,Canada,2019-11-24,1
desktop,Canada,2019-11-25,1
desktop,Canada,2019-11-27,1
desktop,Canada,2019-11-30,1
desktop,Canada,2019-12-01,2
desktop,Canada,2019-12-03,1
desktop,Canada,2019-12-05,2
desktop,Canada,2019-12-08,1
desktop,Canada,2019-12-20,1
desktop,Canada,2019-12-23,2
desktop,Canada,2019-12-30,1
desktop,Canada,2020-01-04,1
desktop,Canada,2020-01-08,1
desktop,Canada,2020-01-14,1
desktop,Canada,2020-01-26,1
desktop,Canada,2020-01-28,1
desktop,Canada,2020-01-31,1
desktop,Canada,2020-02-04,1
desktop,Canada,2020-02-05,1
desktop,Canada,2020-02-09,2
desktop,Canada,2020-02-11,2
desktop,Canada,2020-02-15,2
desktop,Canada,2020-02-21,1
desktop,Canada,2020-02-23,1
desktop,Canada,2020-02-24,1
desktop,Canada,2020-02-25,1
desktop,Canada,2020-02-27,1
desktop,Canada,2020-03-02,1
desktop,Canada,2020-03-03,1
desktop,Canada,2020-03-06,1
desktop,Canada,2020-03-09,1
desktop,Canada,2020-03-10,1
desktop,Canada,2020-03-17,2
desktop,Canada,2020-03-22,3
desktop,Canada,2020-03-27,1
desktop,Canada,2020-03-30,1
desktop,Canada,2020-04-05,1
desktop,Canada,2020-04-12,2
desktop,Canada,2020-04-17,1
desktop,Canada,2020-04-20,2
desktop,Canada,2020-04-21,3
desktop,Canada,2020-04-22,3
desktop,Canada,2020-04-23,3
desktop,Canada,2020-04-24,2
desktop,Canada,2020-04-25,1
desktop,Canada,2020-04-26,4
desktop,Canada,2020-04-29,1
desktop,Canada,2020-05-01,1
desktop,Canada,2020-05-05,1
desktop,Canada,2020-05-07,1
desktop,Canada,2020-05-09,2
desktop,Canada,2020-05-10,2
desktop,Canada,2020-05-11,3
desktop,Canada,2020-05-12,2
desktop,Canada,2020-05-13,1
desktop,Canada,2020-05-14,4
desktop,Canada,2020-05-15,4
desktop,Canada,2020-05-17,1
desktop,Canada,2020-05-19,4
desktop,Canada,2020-05-20,1
desktop,Canada,2020-05-23,1
desktop,Canada,2020-05-24,2
desktop,Canada,2020-05-27,4
desktop,Canada,2020-06-02,1
desktop,Canada,2020-06-03,1
desktop,Canada,2020-06-05,2
desktop,Canada,2020-06-06,1
desktop,Canada,2020-06-07,2
desktop,Canada,2020-06-11,1
desktop,Canada,2020-06-14,1
desktop,Canada,2020-06-15,1
desktop,Canada,2020-06-16,1
desktop,Canada,2020-06-21,1
desktop,Canada,2020-06-22,3
desktop,Canada,2020-06-23,1
desktop,Canada,2020-06-24,3
desktop,Canada,2020-06-25,2
desktop,Canada,2020-06-28,3
desktop,Canada,2020-07-01,1
desktop,Canada,2020-07-02,1
desktop,Canada,2020-07-07,3
desktop,Canada,2020-07-09,1
desktop,Canada,2020-07-10,1
desktop,Canada,2020-07-11,6
desktop,Canada,2020-07-12,6
desktop,Canada,2020-07-13,2
desktop,Canada,2020-07-14,2
desktop,Canada,2020-07-15,1
desktop,Canada,2020-07-18,3
desktop,Canada,2020-07-20,2
desktop,Canada,2020-07-21,1
desktop,Canada,2020-07-22,1
desktop,Canada,2020-07-23,1
desktop,Canada,2020-07-24,2
desktop,Canada,2020-07-27,2
desktop,Canada,2020-07-28,1
desktop,Canada,2020-07-29,1
desktop,Canada,2020-07-31,1
desktop,Canada,2020-08-01,1
desktop,Canada,2020-08-02,1
desktop,Canada,2020-08-03,1
desktop,Canada,2020-08-05,3
desktop,Canada,2020-08-06,1
desktop,Canada,2020-08-12,6
desktop,Canada,2020-08-13,9
desktop,Canada,2020-08-14,4
desktop,Canada,2020-08-16,2
desktop,Canada,2020-08-20,1
desktop,Canada,2020-08-21,1
desktop,Canada,2020-08-25,2
desktop,Canada,2020-08-26,1
desktop,Canada,2020-08-27,1
desktop,Canada,2020-08-29,1
desktop,Canada,2020-08-30,2
desktop,Canada,2020-08-31,1
desktop,Canada,2020-09-02,2
desktop,Canada,2020-09-09,1
desktop,Canada,2020-09-10,1
desktop,Canada,2020-09-12,1
desktop,Canada,2020-09-14,2
desktop,Canada,2020-09-16,1
desktop,Canada,2020-09-17,1
desktop,Canada,2020-09-19,1
desktop,Canada,2020-09-20,1
desktop,Canada,2020-09-24,2
desktop,Canada,2020-09-26,2
desktop,Canada,2020-09-27,1
desktop,Canada,2020-09-28,1
desktop,Canada,2020-09-29,1
desktop,Canada,2020-10-02,2
desktop,Canada,2020-10-03,4
desktop,Canada,2020-10-04,1
desktop,Canada,2020-10-09,1
desktop,Canada,2020-10-10,1
desktop,Canada,2020-10-11,1
desktop,Canada,2020-10-13,2
desktop,Canada,2020-10-14,1
desktop,Canada,2020-10-16,2
desktop,Canada,2020-10-19,1
desktop,Canada,2020-10-21,1
desktop,Canada,2020-10-22,1
desktop,Canada,2020-10-23,1
desktop,Canada,2020-10-26,1
desktop,Canada,2020-10-28,1
desktop,Canada,2020-10-29,1
desktop,Canada,2020-11-01,2
desktop,Canada,2020-11-03,1
desktop,Canada,2020-11-04,1
desktop,Canada,2020-11-05,1
desktop,Canada,2020-11-08,1
desktop,Canada,2020-11-09,2
desktop,Canada,2020-11-10,1
desktop,Canada,2020-11-12,1
desktop,Canada,2020-11-14,3
desktop,Canada,2020-11-15,1
desktop,Canada,2020-11-16,1
desktop,Canada,2020-11-21,2
desktop,Canada,2020-11-23,1
desktop,Canada,2020-11-25,1
desktop,Canada,2020-11-26,1
desktop,Canada,2020-11-30,3
desktop,Canada,2020-12-01,1
