_id,dynamicProperties,basisOfRecord,bed,catalogNumber,class,collectionCode,continent,country,day,decimalLatitude,decimalLongitude,earliestAgeOrLowestStage,earliestEonOrLowestEonothem,earliestEpochOrLowestSeries,earliestEraOrLowestErathem,earliestPeriodOrLowestSystem,family,fieldNumber,formation,genus,geodeticDatum,georeferenceProtocol,group,habitat,higherClassification,higherGeography,highestBiostratigraphicZone,identificationQualifier,identifiedBy,individualCount,infraspecificEpithet,institutionCode,island,islandGroup,kingdom,latestAgeOrHighestStage,latestEonOrHighestEonothem,latestEpochOrHighestSeries,latestEraOrHighestErathem,latestPeriodOrHighestSystem,lifeStage,locality,lowestBiostratigraphicZone,maximumDepthInMeters,maximumElevationInMeters,member,minimumDepthInMeters,minimumElevationInMeters,modified,month,occurrenceID,order,otherCatalogNumbers,phylum,preparations,recordNumber,recordedBy,samplingProtocol,scientificName,scientificNameAuthorship,sex,specificEpithet,stateProvince,subgenus,taxonRank,typeStatus,verbatimLatitude,verbatimLongitude,waterBody,year
8780221,"{""created"": 1552998102000, ""barcode"": ""013376742"", ""donorname"": ""Mr John Tennent"", ""associatedmediacount"": 2, ""project"": ""Papilionoidea New Types Digitisation Project"", ""determinationnames"": ""Hypolycaena phorbas purpura Tennent, 2016"", ""preservative"": ""Dry - pinned""}",Specimen,,NHMUK013376742,Insecta,BMNH(E),Asia,Papua New Guinea,,,,,,,,,Lycaenidae,,,Hypolycaena,,,,,Insecta; Lepidoptera; Papilionoidea; Lycaenidae; Theclinae,Asia; Papua New Guinea,,,,0,purpura,NHMUK,,,,,,,,,,,,,,,,,1560343094000,,86fb80d4-bc27-489a-98db-c3cf934c0fc7,Lepidoptera,NHMUK:ecatalogue:8780221,,,,,,"Hypolycaena phorbas purpura Tennent, 2016","Tennent, 2016",,phorbas,,,,PARATYPE,,,,
8780223,"{""created"": 1552998105000, ""barcode"": ""013376745"", ""donorname"": ""Mr John Tennent"", ""associatedmediacount"": 2, ""project"": ""Papilionoidea New Types Digitisation Project"", ""determinationnames"": ""Hypolycaena phorbas purpura Tennent, 2016"", ""preservative"": ""Dry - pinned""}",Specimen,,NHMUK013376745,Insecta,BMNH(E),Asia,Papua New Guinea,,,,,,,,,Lycaenidae,,,Hypolycaena,,,,,Insecta; Lepidoptera; Papilionoidea; Lycaenidae; Theclinae,Asia; Papua New Guinea,,,,0,purpura,NHMUK,,,,,,,,,,,,,,,,,1560343094000,,6a852563-bba0-4425-9799-e71fa4a310a7,Lepidoptera,NHMUK:ecatalogue:8780223,,,,,,"Hypolycaena phorbas purpura Tennent, 2016","Tennent, 2016",,phorbas,,,,PARATYPE,,,,
8780224,"{""created"": 1552998107000, ""barcode"": ""013376746"", ""donorname"": ""Mr John Tennent"", ""associatedmediacount"": 2, ""project"": ""Papilionoidea New Types Digitisation Project"", ""determinationnames"": ""Hypolycaena phorbas purpura Tennent, 2016"", ""preservative"": ""Dry - pinned""}",Specimen,,NHMUK013376746,Insecta,BMNH(E),Asia,Papua New Guinea,,,,,,,,,Lycaenidae,,,Hypolycaena,,,,,Insecta; Lepidoptera; Papilionoidea; Lycaenidae; Theclinae,Asia; Papua New Guinea,,,,0,purpura,NHMUK,,,,,,,,,,,,,,,,,1560343094000,,8b72cfd1-b494-45fe-ae38-66edca258526,Lepidoptera,NHMUK:ecatalogue:8780224,,,,,,"Hypolycaena phorbas purpura Tennent, 2016","Tennent, 2016",,phorbas,,,,PARATYPE,,,,
8780366,"{""created"": 1552998348000, ""barcode"": ""013377496"", ""donorname"": ""Dr György Makranczy"", ""associatedmediacount"": 2, ""project"": ""Papilionoidea New Types Digitisation Project"", ""determinationnames"": ""Delias vietnamensis pequini Davenport, 2015"", ""preservative"": ""Dry - pinned""}",Specimen,,NHMUK013377496,Insecta,BMNH(E),Asia,Cambodia,,,,,,,,,Pieridae,,,Delias,,,,,Insecta; Lepidoptera; Papilionoidea; Pieridae; Pierinae,Asia; Cambodia,,,,0,pequini,NHMUK,,,,,,,,,,,,,,,,,1560343094000,,3d15476f-845b-4f2b-bcca-46327636eaff,Lepidoptera,NHMUK:ecatalogue:8780366,,,,,,"Delias vietnamensis pequini Davenport, 2015","Davenport, 2015",,vietnamensis,,,,HOLOTYPE,,,,
8780401,"{""created"": 1552998406000, ""barcode"": ""013377019"", ""associatedmediacount"": 2, ""project"": ""Papilionoidea New Types Digitisation Project"", ""determinationnames"": ""Dalla superargentea Viloria et al., 2008"", ""preservative"": ""Dry - pinned""}",Specimen,,NHMUK013377019,Insecta,BMNH(E),South America,Venezuela,,,,,,,,,Hesperiidae,,,Dalla,,,,,Insecta; Lepidoptera; Papilionoidea; Hesperiidae; Hesperiinae,South America; Venezuela,,,,0,,NHMUK,,,,,,,,,,,,,,,,,1560343094000,,64c95032-6f80-40eb-a6b9-d0642412e2a0,Lepidoptera,NHMUK:ecatalogue:8780401,,,,,,"Dalla superargentea Viloria et al., 2008","Viloria et al., 2008",,superargentea,,,,PARATYPE,,,,
8780475,"{""created"": 1552998530000, ""barcode"": ""013377234"", ""donorname"": ""Mr John Tennent"", ""associatedmediacount"": 2, ""project"": ""Papilionoidea New Types Digitisation Project"", ""determinationnames"": ""Cethosia cydippe kalii Tennent, 2015"", ""preservative"": ""Dry - pinned""}",Specimen,,NHMUK013377234,Insecta,BMNH(E),Asia,Papua New Guinea,,,,,,,,,Nymphalidae,,,Cethosia,,,,,Insecta; Lepidoptera; Papilionoidea; Nymphalidae; Heliconiinae,Asia; Papua New Guinea,,,,0,kalii,NHMUK,,,,,,,,,,,,,,,,,1560343094000,,5a13ef39-3179-416b-aa9b-288e92943d50,Lepidoptera,NHMUK:ecatalogue:8780475,,,,,,"Cethosia cydippe kalii Tennent, 2015","Tennent, 2015",,cydippe,,,,PARATYPE,,,,
8780503,"{""created"": 1552998576000, ""barcode"": ""013377091"", ""donorname"": ""Mr John Tennent"", ""associatedmediacount"": 2, ""project"": ""Papilionoidea New Types Digitisation Project"", ""determinationnames"": ""Cethosia cydippe kennowayi Tennent, 2015"", ""preservative"": ""Dry - pinned""}",Specimen,,NHMUK013377091,Insecta,BMNH(E),Asia,Papua New Guinea,,,,,,,,,Nymphalidae,,,Cethosia,,,,,Insecta; Lepidoptera; Papilionoidea; Nymphalidae; Heliconiinae,Asia; Papua New Guinea,,,,0,kennowayi,NHMUK,,,,,,,,,,,,,,,,,1560343094000,,6bc856f0-1fca-4f8f-bf3e-7337a2c0c39f,Lepidoptera,NHMUK:ecatalogue:8780503,,,,,,"Cethosia cydippe kennowayi Tennent, 2015","Tennent, 2015",,cydippe,,,,PARATYPE,,,,
8780515,"{""created"": 1552998596000, ""barcode"": ""013377103"", ""donorname"": ""Mr John Tennent"", ""associatedmediacount"": 2, ""project"": ""Papilionoidea New Types Digitisation Project"", ""determinationnames"": ""Cethosia cydippe kennowayi Tennent, 2015"", ""preservative"": ""Dry - pinned""}",Specimen,,NHMUK013377103,Insecta,BMNH(E),Asia,Papua New Guinea,,,,,,,,,Nymphalidae,,,Cethosia,,,,,Insecta; Lepidoptera; Papilionoidea; Nymphalidae; Heliconiinae,Asia; Papua New Guinea,,,,0,kennowayi,NHMUK,,,,,,,,,,,,,,,,,1560343094000,,08c2387f-0e70-4248-867c-539cfc4b0340,Lepidoptera,NHMUK:ecatalogue:8780515,,,,,,"Cethosia cydippe kennowayi Tennent, 2015","Tennent, 2015",,cydippe,,,,PARATYPE,,,,
8780078,"{""created"": 1552997855000, ""barcode"": ""013376875"", ""donorname"": ""Mr John Tennent"", ""associatedmediacount"": 2, ""project"": ""Papilionoidea New Types Digitisation Project"", ""determinationnames"": ""Hypolycaena danis jacobyi Tennent, 2016"", ""preservative"": ""Dry - pinned""}",Specimen,,NHMUK013376875,Insecta,BMNH(E),Asia,Papua New Guinea,,,,,,,,,Lycaenidae,,,Hypolycaena,,,,,Insecta; Lepidoptera; Papilionoidea; Lycaenidae; Polyommatinae,Asia; Papua New Guinea,,,,0,jacobyi,NHMUK,,,,,,,,,,,,,,,,,1560343093000,,34e845b9-c6f8-4b92-9406-6c575d1d024f,Lepidoptera,NHMUK:ecatalogue:8780078,,,,,,"Hypolycaena danis jacobyi Tennent, 2016","Tennent, 2016",,danis,,,,PARATYPE,,,,
8780081,"{""created"": 1552997860000, ""barcode"": ""013376658"", ""donorname"": ""T Larsen"", ""associatedmediacount"": 2, ""project"": ""Papilionoidea New Types Digitisation Project"", ""determinationnames"": ""Lepidochrysops forsskali Larsen, 1982"", ""preservative"": ""Dry - pinned""}",Specimen,,NHMUK013376658,Insecta,BMNH(E),Asia,Yemen,,,,,,,,,Lycaenidae,,,Lepidochrysops,,,,,Insecta; Lepidoptera; Papilionoidea; Lycaenidae; Lycaeninae,Asia; Yemen,,,,0,,NHMUK,,,,,,,,,,,,,,,,,1560343093000,,b9f11db4-4957-43f0-ac7a-f3af50a4cdee,Lepidoptera,NHMUK:ecatalogue:8780081,,,,,,"Lepidochrysops forsskali Larsen, 1982","Larsen, 1982",,forsskali,,,,PARATYPE,,,,
8780106,"{""created"": 1552997911000, ""barcode"": ""010247208"", ""donorname"": ""Mr John Tennent"", ""associatedmediacount"": 2, ""project"": ""Papilionoidea New Types Digitisation Project"", ""determinationnames"": ""Arhopala chamaleona susyae Tennent & Rawlins, 2010"", ""preservative"": ""Dry - pinned""}",Specimen,,BMNH(E)808131,Insecta,BMNH(E),Asia,Indonesia,,,,,,,,,Lycaenidae,,,Arhopala,,,,,Insecta; Lepidoptera; Papilionoidea; Lycaenidae; Theclinae,Asia; Indonesia,,,,0,susyae,NHMUK,,,,,,,,,,,,,,,,,1560343093000,,40211483-b4da-40c2-9407-f94ae434c414,Lepidoptera,NHMUK:ecatalogue:8780106,,,,,,"Arhopala chamaleona susyae Tennent & Rawlins, 2010","Tennent & Rawlins, 2010",,chamaleona,,,,PARATYPE,,,,
8780248,"{""created"": 1552998147000, ""barcode"": ""013376770"", ""donorname"": ""Mr John Tennent"", ""associatedmediacount"": 2, ""project"": ""Papilionoidea New Types Digitisation Project"", ""determinationnames"": ""Hypolycaena phorbas purpura Tennent, 2016"", ""preservative"": ""Dry - pinned""}",Specimen,,NHMUK013376770,Insecta,BMNH(E),Asia,Papua New Guinea,,,,,,,,,Lycaenidae,,,Hypolycaena,,,,,Insecta; Lepidoptera; Papilionoidea; Lycaenidae; Theclinae,Asia; Papua New Guinea,,,,0,purpura,NHMUK,,,,,,,,,,,,,,,,,1560343093000,,31366966-faa4-4b96-94b8-8bf201db85a6,Lepidoptera,NHMUK:ecatalogue:8780248,,,,,,"Hypolycaena phorbas purpura Tennent, 2016","Tennent, 2016",,phorbas,,,,PARATYPE,,,,
8780294,"{""created"": 1552998225000, ""barcode"": ""013376816"", ""donorname"": ""Mr John Tennent"", ""associatedmediacount"": 2, ""project"": ""Papilionoidea New Types Digitisation Project"", ""determinationnames"": ""Hypolycaena phorbas purpura Tennent, 2016"", ""preservative"": ""Dry - pinned""}",Specimen,,NHMUK013376816,Insecta,BMNH(E),Asia,Papua New Guinea,,,,,,,,,Lycaenidae,,,Hypolycaena,,,,,Insecta; Lepidoptera; Papilionoidea; Lycaenidae; Theclinae,Asia; Papua New Guinea,,,,0,purpura,NHMUK,,,,,,,,,,,,,,,,,1560343093000,,8ee380a6-06f7-4db0-90a9-570be0250b4b,Lepidoptera,NHMUK:ecatalogue:8780294,,,,,,"Hypolycaena phorbas purpura Tennent, 2016","Tennent, 2016",,phorbas,,,,PARATYPE,,,,
8780315,"{""created"": 1552998260000, ""barcode"": ""012824367"", ""donorname"": ""Dr Chris Muller"", ""associatedmediacount"": 2, ""project"": ""Papilionoidea New Types Digitisation Project"", ""determinationnames"": ""Philiris baiteta Muller"", ""preservative"": ""Dry - pinned""}",Specimen,,NHMUK012824367,Insecta,BMNH(E),Asia,Papua New Guinea,,,,,,,,,Lycaenidae,,,Philiris,,,,,Insecta; Lepidoptera; Papilionoidea; Lycaenidae; Subfamily unassigned,Asia; Papua New Guinea,,,,0,,NHMUK,,,,,,,,,,,,,,,,,1560343093000,,4353af4e-f3d8-452f-897a-3e8bdcca5017,Lepidoptera,NHMUK:ecatalogue:8780315,,,,,,Philiris baiteta Muller,Muller,,baiteta,,,,PARATYPE,,,,
8780316,"{""created"": 1552998262000, ""barcode"": ""012824368"", ""donorname"": ""Dr Chris Muller"", ""associatedmediacount"": 2, ""project"": ""Papilionoidea New Types Digitisation Project"", ""determinationnames"": ""Philiris baiteta Muller"", ""preservative"": ""Dry - pinned""}",Specimen,,NHMUK012824368,Insecta,BMNH(E),Asia,Papua New Guinea,,,,,,,,,Lycaenidae,,,Philiris,,,,,Insecta; Lepidoptera; Papilionoidea; Lycaenidae; Subfamily unassigned,Asia; Papua New Guinea,,,,0,,NHMUK,,,,,,,,,,,,,,,,,1560343093000,,2ced715b-4f36-4a46-a4fe-79a8c0c0cac2,Lepidoptera,NHMUK:ecatalogue:8780316,,,,,,Philiris baiteta Muller,Muller,,baiteta,,,,PARATYPE,,,,
8780327,"{""created"": 1552998280000, ""barcode"": ""013376662"", ""donorname"": ""Mr John Tennent"", ""associatedmediacount"": 2, ""project"": ""Papilionoidea New Types Digitisation Project"", ""determinationnames"": ""Tajuria cyrillus roberti Tennent & Rawlins, 2010"", ""preservative"": ""Dry - pinned""}",Specimen,,BMNH(E)808133,Insecta,BMNH(E),Asia,Indonesia,,,,,,,,,Lycaenidae,,,Tajuria,,,,,Insecta; Lepidoptera; Papilionoidea; Lycaenidae; Theclinae,Asia; Indonesia,,,,0,roberti,NHMUK,,,,,,,,,,,,,,,,,1560343093000,,812efdde-7101-4ebb-988c-408bad3c0012,Lepidoptera,NHMUK:ecatalogue:8780327,,,,,,"Tajuria cyrillus roberti Tennent & Rawlins, 2010","Tennent & Rawlins, 2010",,cyrillus,,,,HOLOTYPE,,,,
8780387,"{""created"": 1552998384000, ""barcode"": ""013376968"", ""donorname"": ""Eduardo Carneiro"", ""associatedmediacount"": 2, ""project"": ""Papilionoidea New Types Digitisation Project"", ""determinationnames"": ""Ginungagapus awarreni Carneiro et al., 2015"", ""preservative"": ""Dry - pinned""}",Specimen,,NHMUK013376968,Insecta,BMNH(E),South America,Brazil,,,,,,,,,Hesperiidae,,,Ginungagapus,,,,,Arthropoda; Insecta; Lepidoptera; Hesperiidae,South America; Brazil,,,,0,,NHMUK,,,,,,,,,,,,,,,,,1560343093000,,d703b2b1-8478-42dd-ba7a-46d89863bf1b,Lepidoptera,NHMUK:ecatalogue:8780387,Arthropoda,,,,,"Ginungagapus awarreni Carneiro et al., 2015","Carneiro et al., 2015",,awarreni,,,,PARATYPE,,,,
8780464,"{""created"": 1552998512000, ""barcode"": ""013377116"", ""donorname"": ""Mr John Tennent"", ""associatedmediacount"": 2, ""project"": ""Papilionoidea New Types Digitisation Project"", ""determinationnames"": ""Cethosia cydippe kalii Tennent, 2015"", ""preservative"": ""Dry - pinned""}",Specimen,,NHMUK013377116,Insecta,BMNH(E),Asia,Papua New Guinea,,,,,,,,,Nymphalidae,,,Cethosia,,,,,Insecta; Lepidoptera; Papilionoidea; Nymphalidae; Heliconiinae,Asia; Papua New Guinea,,,,0,kalii,NHMUK,,,,,,,,,,,,,,,,,1560343093000,,dba0e2c0-0dc6-4bf1-96d3-c67813488fc1,Lepidoptera,NHMUK:ecatalogue:8780464,,,,,,"Cethosia cydippe kalii Tennent, 2015","Tennent, 2015",,cydippe,,,,PARATYPE,,,,
8780471,"{""created"": 1552998523000, ""barcode"": ""013377123"", ""donorname"": ""Mr John Tennent"", ""associatedmediacount"": 2, ""project"": ""Papilionoidea New Types Digitisation Project"", ""determinationnames"": ""Cethosia cydippe kalii Tennent, 2015"", ""preservative"": ""Dry - pinned""}",Specimen,,NHMUK013377123,Insecta,BMNH(E),Asia,Papua New Guinea,,,,,,,,,Nymphalidae,,,Cethosia,,,,,Insecta; Lepidoptera; Papilionoidea; Nymphalidae; Heliconiinae,Asia; Papua New Guinea,,,,0,kalii,NHMUK,,,,,,,,,,,,,,,,,1560343093000,,97d0857e-4dd0-487e-ba5e-7d303f899b93,Lepidoptera,NHMUK:ecatalogue:8780471,,,,,,"Cethosia cydippe kalii Tennent, 2015","Tennent, 2015",,cydippe,,,,PARATYPE,,,,
8780479,"{""created"": 1552998537000, ""barcode"": ""013377238"", ""donorname"": ""Mr John Tennent"", ""associatedmediacount"": 2, ""project"": ""Papilionoidea New Types Digitisation Project"", ""determinationnames"": ""Cethosia cydippe kalii Tennent, 2015"", ""preservative"": ""Dry - pinned""}",Specimen,,NHMUK013377238,Insecta,BMNH(E),Asia,Papua New Guinea,,,,,,,,,Nymphalidae,,,Cethosia,,,,,Insecta; Lepidoptera; Papilionoidea; Nymphalidae; Heliconiinae,Asia; Papua New Guinea,,,,0,kalii,NHMUK,,,,,,,,,,,,,,,,,1560343093000,,0aab7a5a-9ad1-49e9-9b2b-20c70510df7e,Lepidoptera,NHMUK:ecatalogue:8780479,,,,,,"Cethosia cydippe kalii Tennent, 2015","Tennent, 2015",,cydippe,,,,PARATYPE,,,,
8780497,"{""created"": 1552998566000, ""barcode"": ""013377256"", ""donorname"": ""Mr John Tennent"", ""associatedmediacount"": 2, ""project"": ""Papilionoidea New Types Digitisation Project"", ""determinationnames"": ""Cethosia cydippe kalii Tennent, 2015"", ""preservative"": ""Dry - pinned""}",Specimen,,NHMUK013377256,Insecta,BMNH(E),Asia,Papua New Guinea,,,,,,,,,Nymphalidae,,,Cethosia,,,,,Insecta; Lepidoptera; Papilionoidea; Nymphalidae; Heliconiinae,Asia; Papua New Guinea,,,,0,kalii,NHMUK,,,,,,,,,,,,,,,,,1560343093000,,50d28471-2589-4872-9020-139279e4083e,Lepidoptera,NHMUK:ecatalogue:8780497,,,,,,"Cethosia cydippe kalii Tennent, 2015","Tennent, 2015",,cydippe,,,,PARATYPE,,,,
8780054,"{""created"": 1552997814000, ""barcode"": ""013377163"", ""donorname"": ""Zdeněk Weidenhoffer"", ""associatedmediacount"": 2, ""project"": ""Papilionoidea New Types Digitisation Project"", ""determinationnames"": ""Neolycaena gulchaensis Weidenhoffer, 2000"", ""preservative"": ""Dry - pinned""}",Specimen,,BMNH(E)808163,Insecta,BMNH(E),Asia,Kazakhstan,,,,,,,,,Lycaenidae,,,Neolycaena,,,,,Insecta; Lepidoptera; Papilionoidea; Lycaenidae; Lycaeninae,Asia; Kazakhstan,,,,0,,NHMUK,,,,,,,,,,,,,,,,,1560343092000,,e78d01ed-d8a1-4e1e-af48-be765c2a6211,Lepidoptera,NHMUK:ecatalogue:8780054,,,,,,"Neolycaena gulchaensis Weidenhoffer, 2000","Weidenhoffer, 2000",,gulchaensis,,,,PARATYPE,,,,
8780094,"{""created"": 1552997881000, ""barcode"": ""012824377"", ""donorname"": ""Dr M. F. Braby"", ""associatedmediacount"": 2, ""project"": ""Papilionoidea New Types Digitisation Project"", ""determinationnames"": ""Udara cardia renevieri Braby & Muller, 2013"", ""preservative"": ""Dry - pinned""}",Specimen,,NHMUK012824377,Insecta,BMNH(E),Oceania,New Caledonia,,,,,,,,,Lycaenidae,,,Udara,,,,,Insecta; Lepidoptera; Lycaenidae,Oceania; New Caledonia,,,,0,renevieri,NHMUK,,,,,,,,,,,,,,,,,1560343092000,,1c7d9931-01c1-468e-b762-91adf3d42657,Lepidoptera,NHMUK:ecatalogue:8780094,,,,,,"Udara cardia renevieri Braby & Muller, 2013","Braby & Muller, 2013",,cardia,,,,PARATYPE,,,,
8780119,"{""created"": 1552997932000, ""barcode"": ""013376843"", ""donorname"": ""Mr John Tennent"", ""associatedmediacount"": 2, ""project"": ""Papilionoidea New Types Digitisation Project"", ""determinationnames"": ""Hypolycaena phorbas furvae Tennent, 2016"", ""preservative"": ""Dry - pinned""}",Specimen,,NHMUK013376843,Insecta,BMNH(E),Asia,Papua New Guinea,,,,,,,,,Lycaenidae,,,Hypolycaena,,,,,Insecta; Lepidoptera; Papilionoidea; Lycaenidae; Theclinae,Asia; Papua New Guinea,,,,0,furvae,NHMUK,,,,,,,,,,,,,,,,,1560343092000,,7eb19001-dadb-46c5-a150-efa549916217,Lepidoptera,NHMUK:ecatalogue:8780119,,,,,,"Hypolycaena phorbas furvae Tennent, 2016","Tennent, 2016",,phorbas,,,,PARATYPE,,,,
8780141,"{""created"": 1552997969000, ""barcode"": ""013376865"", ""donorname"": ""Mr John Tennent"", ""associatedmediacount"": 2, ""project"": ""Papilionoidea New Types Digitisation Project"", ""determinationnames"": ""Hypolycaena phorbas furvae Tennent, 2016"", ""preservative"": ""Dry - pinned""}",Specimen,,NHMUK013376865,Insecta,BMNH(E),Asia,Papua New Guinea,,,,,,,,,Lycaenidae,,,Hypolycaena,,,,,Insecta; Lepidoptera; Papilionoidea; Lycaenidae; Theclinae,Asia; Papua New Guinea,,,,0,furvae,NHMUK,,,,,,,,,,,,,,,,,1560343092000,,fecc166f-6350-42bb-9c74-5e1ea9619934,Lepidoptera,NHMUK:ecatalogue:8780141,,,,,,"Hypolycaena phorbas furvae Tennent, 2016","Tennent, 2016",,phorbas,,,,PARATYPE,,,,
8780175,"{""created"": 1552998025000, ""barcode"": ""013376696"", ""donorname"": ""Mr John Tennent"", ""associatedmediacount"": 2, ""project"": ""Papilionoidea New Types Digitisation Project"", ""determinationnames"": ""Hypolycaena phorbas purpura Tennent, 2016"", ""preservative"": ""Dry - pinned""}",Specimen,,NHMUK013376696,Insecta,BMNH(E),Asia,Papua New Guinea,,,,,,,,,Lycaenidae,,,Hypolycaena,,,,,Insecta; Lepidoptera; Papilionoidea; Lycaenidae; Theclinae,Asia; Papua New Guinea,,,,0,purpura,NHMUK,,,,,,,,,,,,,,,,,1560343092000,,2d92bd7a-e6d5-43cf-b9a3-38abceecb4c3,Lepidoptera,NHMUK:ecatalogue:8780175,,,,,,"Hypolycaena phorbas purpura Tennent, 2016","Tennent, 2016",,phorbas,,,,PARATYPE,,,,
8780188,"{""created"": 1552998047000, ""barcode"": ""013376709"", ""donorname"": ""Mr John Tennent"", ""associatedmediacount"": 2, ""project"": ""Papilionoidea New Types Digitisation Project"", ""determinationnames"": ""Hypolycaena phorbas purpura Tennent, 2016"", ""preservative"": ""Dry - pinned""}",Specimen,,NHMUK013376709,Insecta,BMNH(E),Asia,Papua New Guinea,,,,,,,,,Lycaenidae,,,Hypolycaena,,,,,Insecta; Lepidoptera; Papilionoidea; Lycaenidae; Theclinae,Asia; Papua New Guinea,,,,0,purpura,NHMUK,,,,,,,,,,,,,,,,,1560343092000,,38559899-bdb9-41aa-8e54-441caa05fffd,Lepidoptera,NHMUK:ecatalogue:8780188,,,,,,"Hypolycaena phorbas purpura Tennent, 2016","Tennent, 2016",,phorbas,,,,PARATYPE,,,,
8780194,"{""created"": 1552998057000, ""barcode"": ""013376715"", ""donorname"": ""Mr John Tennent"", ""associatedmediacount"": 2, ""project"": ""Papilionoidea New Types Digitisation Project"", ""determinationnames"": ""Hypolycaena phorbas purpura Tennent, 2016"", ""preservative"": ""Dry - pinned""}",Specimen,,NHMUK013376715,Insecta,BMNH(E),Asia,Papua New Guinea,,,,,,,,,Lycaenidae,,,Hypolycaena,,,,,Insecta; Lepidoptera; Papilionoidea; Lycaenidae; Theclinae,Asia; Papua New Guinea,,,,0,purpura,NHMUK,,,,,,,,,,,,,,,,,1560343092000,,fec2c281-e206-46e7-8a42-b50e2aa6c221,Lepidoptera,NHMUK:ecatalogue:8780194,,,,,,"Hypolycaena phorbas purpura Tennent, 2016","Tennent, 2016",,phorbas,,,,PARATYPE,,,,
8780336,"{""created"": 1552998296000, ""barcode"": ""012824428"", ""donorname"": ""J Tennent"", ""associatedmediacount"": 2, ""project"": ""Papilionoidea New Types Digitisation Project"", ""determinationnames"": ""Erebia sibo saluki Churkin, 2002"", ""preservative"": ""Dry - pinned""}",Specimen,,NHMUK012824428,Insecta,BMNH(E),Asia,China,,,,,,,,,Nymphalidae,,,Erebia,,,,,Insecta; Lepidoptera; Papilionoidea; Nymphalidae; Satyrinae,Asia; China,,,,0,saluki,NHMUK,,,,,,,,,,,,,,,,,1560343092000,,2a26ecd2-0983-40b6-b95c-c9cc44cdd419,Lepidoptera,NHMUK:ecatalogue:8780336,,,,,,"Erebia sibo saluki Churkin, 2002","Churkin, 2002",,sibo,,,,PARATYPE,,,,
8780431,"{""created"": 1552998456000, ""barcode"": ""013377064"", ""donorname"": ""J Tennent"", ""associatedmediacount"": 2, ""project"": ""Papilionoidea New Types Digitisation Project"", ""determinationnames"": ""Danaus affinis monoensis Tennent, 2001"", ""preservative"": ""Dry - pinned""}",Specimen,,NHMUK013377064,Insecta,BMNH(E),Oceania,Solomon Islands,,,,,,,,,Nymphalidae,,,Danaus,,,,,Insecta; Lepidoptera; Papilionoidea; Nymphalidae; Danainae,Oceania; Solomon Islands,,,,0,monoensis,NHMUK,,,,,,,,,,,,,,,,,1560343092000,,0616ba5f-4adc-4d06-b492-4c094624e4ab,Lepidoptera,NHMUK:ecatalogue:8780431,,,,,,"Danaus affinis monoensis Tennent, 2001","Tennent, 2001",,affinis,,,,HOLOTYPE,,,,
8780452,"{""created"": 1552998491000, ""barcode"": ""013377150"", ""donorname"": ""Mr John Tennent"", ""associatedmediacount"": 2, ""project"": ""Papilionoidea New Types Digitisation Project"", ""determinationnames"": ""Cethosia cydippe planti Tennent, 2015"", ""preservative"": ""Dry - pinned""}",Specimen,,NHMUK013377150,Insecta,BMNH(E),Asia,Papua New Guinea,,,,,,,,,Nymphalidae,,,Cethosia,,,,,Insecta; Lepidoptera; Papilionoidea; Nymphalidae; Heliconiinae,Asia; Papua New Guinea,,,,0,planti,NHMUK,,,,,,,,,,,,,,,,,1560343092000,,641ed969-a33c-4ff0-b0d3-3d33d3e650f7,Lepidoptera,NHMUK:ecatalogue:8780452,,,,,,"Cethosia cydippe planti Tennent, 2015","Tennent, 2015",,cydippe,,,,HOLOTYPE,,,,
8779351,"{""created"": 1552644183000, ""barcode"": ""013376586"", ""donorname"": ""P H. Lindsay"", ""project"": ""Papilionoidea New Types Digitisation Project"", ""determinationnames"": ""Anthene collinsi d'Abrera, 1980"", ""preservative"": ""Dry - pinned""}",Specimen,,NHMUK013376586,Insecta,BMNH(E),Africa,Ethiopia,,,,,,,,,Lycaenidae,,,Anthene,,,,,Insecta; Lepidoptera; Papilionoidea; Lycaenidae; Polyommatinae,Africa; Ethiopia,,,,1,,NHMUK,,,,,,,,,,,,,,,,,1560343091000,,26c81e8a-f2bb-4e63-8970-a60df5bd1acc,Lepidoptera,NHMUK:ecatalogue:8779351,,,,,,"Anthene collinsi d'Abrera, 1980","d'Abrera, 1980",,collinsi,,,,PARATYPE,,,,
8780057,"{""created"": 1552997819000, ""barcode"": ""013376584"", ""donorname"": ""P H. Lindsay"", ""project"": ""Papilionoidea New Types Digitisation Project"", ""determinationnames"": ""Anthene collinsi d'Abrera, 1980"", ""preservative"": ""Dry - pinned""}",Specimen,,NHMUK013376584,Insecta,BMNH(E),Africa,Ethiopia,,,,,,,,,Lycaenidae,,,Anthene,,,,,Insecta; Lepidoptera; Papilionoidea; Lycaenidae; Polyommatinae,Africa; Ethiopia,,,,0,,NHMUK,,,,,,,,,,,,,,,,,1560343091000,,b4cd28f2-0977-4ee5-b84f-c040677ad246,Lepidoptera,NHMUK:ecatalogue:8780057,,,,,,"Anthene collinsi d'Abrera, 1980","d'Abrera, 1980",,collinsi,,,,PARATYPE,,,,
