_id,dynamicProperties,basisOfRecord,bed,catalogNumber,class,collectionCode,continent,country,day,decimalLatitude,decimalLongitude,earliestAgeOrLowestStage,earliestEonOrLowestEonothem,earliestEpochOrLowestSeries,earliestEraOrLowestErathem,earliestPeriodOrLowestSystem,family,fieldNumber,formation,genus,geodeticDatum,georeferenceProtocol,group,habitat,higherClassification,higherGeography,highestBiostratigraphicZone,identificationQualifier,identifiedBy,individualCount,infraspecificEpithet,institutionCode,island,islandGroup,kingdom,latestAgeOrHighestStage,latestEonOrHighestEonothem,latestEpochOrHighestSeries,latestEraOrHighestErathem,latestPeriodOrHighestSystem,lifeStage,locality,lowestBiostratigraphicZone,maximumDepthInMeters,maximumElevationInMeters,member,minimumDepthInMeters,minimumElevationInMeters,modified,month,occurrenceID,order,otherCatalogNumbers,phylum,preparations,recordNumber,recordedBy,samplingProtocol,scientificName,scientificNameAuthorship,sex,specificEpithet,stateProvince,subgenus,taxonRank,typeStatus,verbatimLatitude,verbatimLongitude,waterBody,year
8847688,"{""created"": 1557838396000, ""barcode"": ""013376546"", ""associatedmediacount"": 2, ""project"": ""Papilionoidea New Types Digitisation Project"", ""determinationnames"": ""Polyommatus theresiae Schurian et al., 1992"", ""preservative"": ""Dry - pinned""}",Specimen,,BMNH(E)808350,Insecta,BMNH(E),Asia,Turkey,,,,,,,,,Lycaenidae,,,Polyommatus,,,,,Insecta; Lepidoptera; Papilionoidea; Lycaenidae; Polyommatinae,Asia; Turkey,,,,0,,NHMUK,,,,,,,,,,,,,,,,,1561735071000,,767576f0-2cde-4c36-90b4-3775b4315572,Lepidoptera,NHMUK:ecatalogue:8847688,,,,,,"Polyommatus theresiae Schurian et al., 1992","Schurian et al., 1992",,theresiae,,,,PARATYPE,,,,
8845292,"{""created"": 1557823071000, ""barcode"": ""013377455"", ""donorname"": ""J Tennent"", ""associatedmediacount"": 2, ""project"": ""Papilionoidea New Types Digitisation Project"", ""determinationnames"": ""Mycalesis splendens versicolor"", ""preservative"": ""Dry - pinned""}",Specimen,,NHMUK013377455,Insecta,BMNH(E),Oceania,Solomon Islands,,,,,,,,,Nymphalidae,,,Mycalesis,,,,,Insecta; Lepidoptera; Nymphalidae; Satyrinae,Oceania; Solomon Islands,,,,0,versicolor,NHMUK,,,,,,,,,,,,,,,,,1561735064000,,206763ce-ef3e-40d0-80aa-3a1639058903,Lepidoptera,NHMUK:ecatalogue:8845292,,,,,,Mycalesis splendens versicolor,,,splendens,,,,PARATYPE,,,,
8845072,"{""created"": 1557822884000, ""barcode"": ""013674710"", ""donorname"": ""Mr John Tennent"", ""associatedmediacount"": 2, ""project"": ""Papilionoidea New Types Digitisation Project"", ""determinationnames"": ""Euploea eurianassa clappi Tennent"", ""preservative"": ""Dry - pinned""}",Specimen,,NHMUK013674710,Insecta,BMNH(E),Asia,Papua New Guinea,,,,,,,,,Nymphalidae,,,Euploea,,,,,Arthropoda; Insecta; Lepidoptera; Nymphalidae; Danainae,Asia; Papua New Guinea,,,,0,clappi,NHMUK,,,,,,,,,,,,,,,,,1561735063000,,71698356-eeb1-4cae-a3d9-1f84d2429fcb,Lepidoptera,NHMUK:ecatalogue:8845072,Arthropoda,,,,,Euploea eurianassa clappi Tennent,Tennent,,eurianassa,,,,PARATYPE,,,,
8845455,"{""created"": 1557823205000, ""barcode"": ""013376927"", ""donorname"": ""Mr John Tennent"", ""associatedmediacount"": 2, ""project"": ""Papilionoidea New Types Digitisation Project"", ""determinationnames"": ""Cepora perimale nasikwabu Tennent"", ""preservative"": ""Dry - pinned""}",Specimen,,NHMUK013376927,Insecta,BMNH(E),Asia,Papua New Guinea,,,,,,,,,Pieridae,,,Cepora,,,,,Arthropoda; Insecta; Lepidoptera; Pieridae; Pierinae,Asia; Papua New Guinea,,,,0,nasikwabu,NHMUK,,,,,,,,,,,,,,,,,1561735056000,,8e2aa08f-da84-4e1e-8a41-264d30201175,Lepidoptera,NHMUK:ecatalogue:8845455,Arthropoda,,,,,Cepora perimale nasikwabu Tennent,Tennent,,perimale,,,,HOLOTYPE,,,,
8845393,"{""created"": 1557823154000, ""barcode"": ""013377408"", ""donorname"": ""Mr John Tennent"", ""associatedmediacount"": 2, ""project"": ""Papilionoidea New Types Digitisation Project"", ""determinationnames"": ""Mycalesis terminus mitchelli Tennent"", ""preservative"": ""Dry - pinned""}",Specimen,,NHMUK013377408,Insecta,BMNH(E),Asia,Papua New Guinea,,,,,,,,,Nymphalidae,,,Mycalesis,,,,,Arthropoda; Insecta; Lepidoptera; Nymphalidae; Satyrinae,Asia; Papua New Guinea,,,,0,mitchelli,NHMUK,,,,,,,,,,,,,,,,,1561735054000,,cede9d90-c65c-495f-9abf-bc75aee42b44,Lepidoptera,NHMUK:ecatalogue:8845393,Arthropoda,,,,,Mycalesis terminus mitchelli Tennent,Tennent,,terminus,,,,PARATYPE,,,,
8845332,"{""created"": 1557823103000, ""barcode"": ""013377347"", ""donorname"": ""Mr John Tennent"", ""associatedmediacount"": 2, ""project"": ""Papilionoidea New Types Digitisation Project"", ""determinationnames"": ""Mycalesis terminus jacobyi Tennent"", ""preservative"": ""Dry - pinned""}",Specimen,,NHMUK013377347,Insecta,BMNH(E),Asia,Papua New Guinea,,,,,,,,,Nymphalidae,,,Mycalesis,,,,,Arthropoda; Insecta; Lepidoptera; Nymphalidae; Satyrinae,Asia; Papua New Guinea,,,,0,jacobyi,NHMUK,,,,,,,,,,,,,,,,,1561735047000,,3e6a504e-0879-44c7-98c5-31e0359ff401,Lepidoptera,NHMUK:ecatalogue:8845332,Arthropoda,,,,,Mycalesis terminus jacobyi Tennent,Tennent,,terminus,,,,PARATYPE,,,,
8845286,"{""created"": 1557823066000, ""barcode"": ""013377449"", ""donorname"": ""J Tennent"", ""associatedmediacount"": 2, ""project"": ""Papilionoidea New Types Digitisation Project"", ""determinationnames"": ""Mycalesis splendens versicolor"", ""preservative"": ""Dry - pinned""}",Specimen,,NHMUK013377449,Insecta,BMNH(E),Oceania,Solomon Islands,,,,,,,,,Nymphalidae,,,Mycalesis,,,,,Insecta; Lepidoptera; Nymphalidae; Satyrinae,Oceania; Solomon Islands,,,,0,versicolor,NHMUK,,,,,,,,,,,,,,,,,1561735037000,,77a061cd-56d2-4d89-b87b-f6238b73d233,Lepidoptera,NHMUK:ecatalogue:8845286,,,,,,Mycalesis splendens versicolor,,,splendens,,,,PARATYPE,,,,
8845034,"{""created"": 1557822852000, ""barcode"": ""013377304"", ""donorname"": ""Mr Akio Masui"", ""associatedmediacount"": 2, ""project"": ""Papilionoidea New Types Digitisation Project"", ""determinationnames"": ""Helcyra miyazakii Tsukada"", ""preservative"": ""Dry - pinned""}",Specimen,,NHMUK013377304,Insecta,BMNH(E),Asia,Philippines,,,,,,,,,Nymphalidae,,,Helcyra,,,,,Arthropoda; Insecta; Lepidoptera; Nymphalidae; Apaturinae,Asia; Philippines,,,,0,,NHMUK,,,,,,,,,,,,,,,,,1561735028000,,22fa27d1-bfac-48c1-9edc-8f2098b33a2c,Lepidoptera,NHMUK:ecatalogue:8845034,Arthropoda,,,,,Helcyra miyazakii Tsukada,Tsukada,,miyazakii,,,,HOLOTYPE,,,,
8845099,"{""created"": 1557822906000, ""barcode"": ""013674599"", ""donorname"": ""Mr Andrew Neild"", ""associatedmediacount"": 2, ""project"": ""Papilionoidea New Types Digitisation Project"", ""determinationnames"": ""Hypothyris gemella mossi Neild"", ""preservative"": ""Dry - pinned""}",Specimen,,NHMUK013674599,Insecta,BMNH(E),South America,Venezuela,,,,,,,,,Nymphalidae,,,Hypothyris,,,,,Arthropoda; Insecta; Lepidoptera; Nymphalidae; Danainae,South America; Venezuela,,,,0,mossi,NHMUK,,,,,,,,,,,,,,,,,1561735028000,,e3009ab2-5c84-47e8-8e8a-0c9d8d4c0e0a,Lepidoptera,NHMUK:ecatalogue:8845099,Arthropoda,,,,,Hypothyris gemella mossi Neild,Neild,,gemella,,,,PARATYPE,,,,
8845236,"{""created"": 1557823023000, ""barcode"": ""013674646"", ""donorname"": ""J Tennent"", ""associatedmediacount"": 2, ""project"": ""Papilionoidea New Types Digitisation Project"", ""determinationnames"": ""Mycalesis splendens guadalcanalensis"", ""preservative"": ""Dry - pinned""}",Specimen,,NHMUK013674646,Insecta,BMNH(E),Oceania,Solomon Islands,,,,,,,,,Nymphalidae,,,Mycalesis,,,,,Insecta; Lepidoptera; Nymphalidae; Satyrinae,Oceania; Solomon Islands,,,,0,guadalcanalensis,NHMUK,,,,,,,,,,,,,,,,,1561735020000,,0b5a40ee-21e2-4426-a151-2c6ec31d4bce,Lepidoptera,NHMUK:ecatalogue:8845236,,,,,,Mycalesis splendens guadalcanalensis,,,splendens,,,,PARATYPE,,,,
8845463,"{""created"": 1557823212000, ""barcode"": ""013674723"", ""donorname"": ""Eduardo Carneiro"", ""associatedmediacount"": 2, ""project"": ""Papilionoidea New Types Digitisation Project"", ""determinationnames"": ""Sinargis fandanga Dolibaina, Dias, Mielke & Casagrande"", ""preservative"": ""Dry - pinned""}",Specimen,,NHMUK013674723,Insecta,BMNH(E),South America,Brazil,,,,,,,,,Riodinidae,,,Sinargis,,,,,Arthropoda; Insecta; Lepidoptera; Riodinidae; Riodininae,South America; Brazil,,,,0,,NHMUK,,,,,,,,,,,,,,,,,1561735020000,,633ac5bb-a8d8-4b14-8441-e37d34bb3e4f,Lepidoptera,NHMUK:ecatalogue:8845463,Arthropoda,,,,,"Sinargis fandanga Dolibaina, Dias, Mielke & Casagrande","Dolibaina, Dias, Mielke & Casagrande",,fandanga,,,,PARATYPE,,,,
8845064,"{""created"": 1557822877000, ""barcode"": ""013674720"", ""donorname"": ""Mr John Tennent"", ""associatedmediacount"": 2, ""project"": ""Papilionoidea New Types Digitisation Project"", ""determinationnames"": ""Euploea eurianassa clappi Tennent"", ""preservative"": ""Dry - pinned""}",Specimen,,NHMUK013674720,Insecta,BMNH(E),Asia,Papua New Guinea,,,,,,,,,Nymphalidae,,,Euploea,,,,,Arthropoda; Insecta; Lepidoptera; Nymphalidae; Danainae,Asia; Papua New Guinea,,,,0,clappi,NHMUK,,,,,,,,,,,,,,,,,1561735011000,,3e4a11b1-d628-49f2-8a09-466041328f6d,Lepidoptera,NHMUK:ecatalogue:8845064,Arthropoda,,,,,Euploea eurianassa clappi Tennent,Tennent,,eurianassa,,,,PARATYPE,,,,
8845141,"{""created"": 1557822942000, ""barcode"": ""012824253"", ""donorname"": ""A Monastyrskii"", ""associatedmediacount"": 2, ""project"": ""Papilionoidea New Types Digitisation Project"", ""determinationnames"": ""Cupha eryman melanodotis Monastyrskii"", ""preservative"": ""Dry - pinned""}",Specimen,,NHMUK012824253,Insecta,BMNH(E),Asia,Vietnam,,,,,,,,,Nymphalidae,,,Cupha,,,,,Arthropoda; Insecta; Lepidoptera; Nymphalidae; Heliconiinae,Asia; Vietnam,,,,0,melanodotis,NHMUK,,,,,,,,,,,,,,,,,1561735011000,,f23e942b-99aa-4b40-aa4d-d11c86b0386f,Lepidoptera,NHMUK:ecatalogue:8845141,Arthropoda,,,,,Cupha eryman melanodotis Monastyrskii,Monastyrskii,,eryman,,,,HOLOTYPE,,,,
8845027,"{""created"": 1557822845000, ""barcode"": ""012824398"", ""donorname"": ""A Monastyrskii"", ""associatedmediacount"": 2, ""project"": ""Papilionoidea New Types Digitisation Project"", ""determinationnames"": ""Enispe cycnus vertex Monastyrskii, 2012"", ""preservative"": ""Dry - pinned""}",Specimen,,NHMUK012824398,Insecta,BMNH(E),Asia,Vietnam,,,,,,,,,Nymphalidae,,,Enispe,,,,,Insecta; Lepidoptera; Nymphalidae; Amathusiinae,Asia; Vietnam,,,,0,vertex,NHMUK,,,,,,,,,,,,,,,,,1561735002000,,0ff5409e-1e79-4362-aee7-944b7310c710,Lepidoptera,NHMUK:ecatalogue:8845027,,,,,,"Enispe cycnus vertex Monastyrskii, 2012","Monastyrskii, 2012",,cycnus,,,,PARATYPE,,,,
8845159,"{""created"": 1557822957000, ""barcode"": ""012824384"", ""donorname"": ""Dr Keith Willmott"", ""associatedmediacount"": 2, ""project"": ""Papilionoidea New Types Digitisation Project"", ""determinationnames"": ""Adelpha justina pichincha Willmott & Hall, 2013"", ""preservative"": ""Dry - pinned""}",Specimen,,NHMUK012824384,Insecta,BMNH(E),South America,Ecuador,,,,,,,,,Nymphalidae,,,Adelpha,,,,,Insecta; Lepidoptera; Papilionoidea; Nymphalidae; Limenitidinae,South America; Ecuador,,,,0,pichincha,NHMUK,,,,,,,,,,,,,,,,,1561735002000,,ac1cc959-ba8b-41c9-85dd-fd91a9528d87,Lepidoptera,NHMUK:ecatalogue:8845159,,,,,,"Adelpha justina pichincha Willmott & Hall, 2013","Willmott & Hall, 2013",,justina,,,,PARATYPE,,,,
8845240,"{""created"": 1557823027000, ""barcode"": ""013674650"", ""donorname"": ""J Tennent"", ""associatedmediacount"": 2, ""project"": ""Papilionoidea New Types Digitisation Project"", ""determinationnames"": ""Mycalesis splendens guadalcanalensis"", ""preservative"": ""Dry - pinned""}",Specimen,,NHMUK013674650,Insecta,BMNH(E),Oceania,Solomon Islands,,,,,,,,,Nymphalidae,,,Mycalesis,,,,,Insecta; Lepidoptera; Nymphalidae; Satyrinae,Oceania; Solomon Islands,,,,0,guadalcanalensis,NHMUK,,,,,,,,,,,,,,,,,1561734993000,,da24bc9d-5bae-4a38-9735-f9a6cab6f8ee,Lepidoptera,NHMUK:ecatalogue:8845240,,,,,,Mycalesis splendens guadalcanalensis,,,splendens,,,,PARATYPE,,,,
8845259,"{""created"": 1557823043000, ""barcode"": ""013675228"", ""donorname"": ""J Tennent"", ""associatedmediacount"": 2, ""project"": ""Papilionoidea New Types Digitisation Project"", ""determinationnames"": ""Mycalesis splendens guadalcanalensis"", ""preservative"": ""Dry - pinned""}",Specimen,,NHMUK013675228,Insecta,BMNH(E),Oceania,Solomon Islands,,,,,,,,,Nymphalidae,,,Mycalesis,,,,,Insecta; Lepidoptera; Nymphalidae; Satyrinae,Oceania; Solomon Islands,,,,0,guadalcanalensis,NHMUK,,,,,,,,,,,,,,,,,1561734993000,,1238dca5-fd10-4593-a3f9-e037c2c7f8f7,Lepidoptera,NHMUK:ecatalogue:8845259,,,,,,Mycalesis splendens guadalcanalensis,,,splendens,,,,PARATYPE,,,,
8845126,"{""created"": 1557822929000, ""barcode"": ""013377328"", ""donorname"": ""Mr Andrew Neild"", ""associatedmediacount"": 2, ""project"": ""Papilionoidea New Types Digitisation Project"", ""determinationnames"": ""Pteronymia hara estrecha Neild"", ""preservative"": ""Dry - pinned""}",Specimen,,NHMUK013377328,Insecta,BMNH(E),South America,Venezuela,,,,,,,,,Nymphalidae,,,Pteronymia,,,,,Arthropoda; Insecta; Lepidoptera; Nymphalidae; Danainae,South America; Venezuela,,,,0,estrecha,NHMUK,,,,,,,,,,,,,,,,,1561734985000,,90e46569-4a40-4f0b-b769-79dfddbca0f1,Lepidoptera,NHMUK:ecatalogue:8845126,Arthropoda,,,,,Pteronymia hara estrecha Neild,Neild,,hara,,,,PARATYPE,,,,
8847693,"{""created"": 1557838400000, ""barcode"": ""013376666"", ""associatedmediacount"": 2, ""project"": ""Papilionoidea New Types Digitisation Project"", ""determinationnames"": ""Mitoura thornei Brown, 1983"", ""preservative"": ""Dry - pinned""}",Specimen,,NHMUK013376666,Insecta,BMNH(E),North America,United States,,,,,,,,,Lycaenidae,,,Mitoura,,,,,Insecta; Lepidoptera; Papilionoidea; Lycaenidae; Theclinae,North America; United States,,,,0,,NHMUK,,,,,,,,,,,,,,,,,1561734984000,,c1fd85b5-84da-4f87-afd1-c117d5296b84,Lepidoptera,NHMUK:ecatalogue:8847693,,,,,,"Mitoura thornei Brown, 1983","Brown, 1983",,thornei,,,,PARATYPE,,,,
8845248,"{""created"": 1557823033000, ""barcode"": ""013674667"", ""donorname"": ""J Tennent"", ""associatedmediacount"": 2, ""project"": ""Papilionoidea New Types Digitisation Project"", ""determinationnames"": ""Mycalesis splendens guadalcanalensis"", ""preservative"": ""Dry - pinned""}",Specimen,,NHMUK013674667,Insecta,BMNH(E),Oceania,Solomon Islands,,,,,,,,,Nymphalidae,,,Mycalesis,,,,,Insecta; Lepidoptera; Nymphalidae; Satyrinae,Oceania; Solomon Islands,,,,0,guadalcanalensis,NHMUK,,,,,,,,,,,,,,,,,1561734976000,,20cfbaff-f3f0-49e1-97ad-e0248612f085,Lepidoptera,NHMUK:ecatalogue:8845248,,,,,,Mycalesis splendens guadalcanalensis,,,splendens,,,,PARATYPE,,,,
8845184,"{""created"": 1557822979000, ""barcode"": ""013675200"", ""donorname"": ""J Tennent"", ""associatedmediacount"": 2, ""project"": ""Papilionoidea New Types Digitisation Project"", ""determinationnames"": ""Mycalesis interrupta woodsi"", ""preservative"": ""Dry - pinned""}",Specimen,,NHMUK013675200,Insecta,BMNH(E),Oceania,Solomon Islands,,,,,,,,,Nymphalidae,,,Mycalesis,,,,,Insecta; Lepidoptera; Nymphalidae; Satyrinae,Oceania; Solomon Islands,,,,0,woodsi,NHMUK,,,,,,,,,,,,,,,,,1561734967000,,3622e023-8917-41d9-b48c-dbb65f32ea70,Lepidoptera,NHMUK:ecatalogue:8845184,,,,,,Mycalesis interrupta woodsi,,,interrupta,,,,PARATYPE,,,,
8845429,"{""created"": 1557823183000, ""barcode"": ""013376962"", ""donorname"": ""Mr Kazuyoshi Yoshino"", ""associatedmediacount"": 2, ""project"": ""Papilionoidea New Types Digitisation Project"", ""determinationnames"": ""Aporia agathon japfluensis Yoshino, 2015"", ""preservative"": ""Dry - pinned""}",Specimen,,NHMUK013376962,Insecta,BMNH(E),Asia,India,,,,,,,,,Pieridae,,,Aporia,,,,,Arthropoda; Insecta; Lepidoptera; Pieridae; Pierinae,Asia; India,,,,0,japfluensis,NHMUK,,,,,,,,,,,,,,,,,1561734967000,,f5da9095-18ed-49fc-9c9e-60ee45e740e2,Lepidoptera,NHMUK:ecatalogue:8845429,Arthropoda,,,,,"Aporia agathon japfluensis Yoshino, 2015","Yoshino, 2015",,agathon,,,,PARATYPE,,,,
8845318,"{""created"": 1557823092000, ""barcode"": ""013674655"", ""donorname"": ""J Tennent"", ""associatedmediacount"": 2, ""project"": ""Papilionoidea New Types Digitisation Project"", ""determinationnames"": ""Mycalesis splendens versicolor"", ""preservative"": ""Dry - pinned""}",Specimen,,NHMUK013674655,Insecta,BMNH(E),Oceania,Solomon Islands,,,,,,,,,Nymphalidae,,,Mycalesis,,,,,Insecta; Lepidoptera; Nymphalidae; Satyrinae,Oceania; Solomon Islands,,,,0,versicolor,NHMUK,,,,,,,,,,,,,,,,,1561734959000,,d1ba1fc4-bb63-46e0-82e6-678b86bcd8e5,Lepidoptera,NHMUK:ecatalogue:8845318,,,,,,Mycalesis splendens versicolor,,,splendens,,,,PARATYPE,,,,
8845020,"{""created"": 1557822839000, ""barcode"": ""013674722"", ""donorname"": ""Hsu Y. Frank"", ""associatedmediacount"": 2, ""project"": ""Papilionoidea New Types Digitisation Project"", ""determinationnames"": ""Habrodais poodiae browni Hsu"", ""preservative"": ""Dry - pinned""}",Specimen,,BMNH(E)808164,Insecta,BMNH(E),North America,Mexico,,,,,,,,,Lycaenidae,,,Habrodais,,,,,Arthropoda; Insecta; Lepidoptera; Lycaenidae; Theclinae,North America; Mexico,,,,0,browni,NHMUK,,,,,,,,,,,,,,,,,1561734958000,,f55fb737-bc76-4047-a0fd-a5f7b711c610,Lepidoptera,NHMUK:ecatalogue:8845020,Arthropoda,,,,,Habrodais poodiae browni Hsu,Hsu,,poodiae,,,,PARATYPE,,,,
8845001,"{""created"": 1557822822000, ""barcode"": ""013377038"", ""donorname"": ""Dr Stephen S. Brown"", ""associatedmediacount"": 2, ""project"": ""Papilionoidea New Types Digitisation Project"", ""determinationnames"": ""Hypolycaena (Hemiolaus) caeculus littoralis Stempffer, 1954"", ""preservative"": ""Dry - pinned""}",Specimen,,NHMUK013377038,Insecta,BMNH(E),Australia,Australia,,,,,,,,,Lycaenidae,,,Hypolycaena,,,,,Insecta; Lepidoptera; Papilionoidea; Lycaenidae; Lycaeninae,Australia; Australia,,,,0,littoralis,NHMUK,,,,,,,,,,,,,,,,,1561734950000,,c6cd0463-96e2-4829-8230-95b3502b05b1,Lepidoptera,NHMUK:ecatalogue:8845001,,,,,,"Hypolycaena (Hemiolaus) caeculus littoralis Stempffer, 1954","Stempffer, 1954",,caeculus,,Hemiolaus,,PARATYPE,,,,
8845093,"{""created"": 1557822901000, ""barcode"": ""013376951"", ""donorname"": ""Mr Andrew Neild"", ""associatedmediacount"": 2, ""project"": ""Papilionoidea New Types Digitisation Project"", ""determinationnames"": ""Hyposcada dujardini humboldti Neild"", ""preservative"": ""Dry - pinned""}",Specimen,,NHMUK013376951,Insecta,BMNH(E),South America,Venezuela,,,,,,,,,Nymphalidae,,,Hyposcada,,,,,Arthropoda; Insecta; Lepidoptera; Nymphalidae; Danainae,South America; Venezuela,,,,0,humboldti,NHMUK,,,,,,,,,,,,,,,,,1561734949000,,b4f28241-c408-4c5a-9709-767aea3e393f,Lepidoptera,NHMUK:ecatalogue:8845093,Arthropoda,,,,,Hyposcada dujardini humboldti Neild,Neild,,dujardini,,,,PARATYPE,,,,
8845117,"{""created"": 1557822922000, ""barcode"": ""013376897"", ""donorname"": ""B Hermier"", ""associatedmediacount"": 2, ""project"": ""Papilionoidea New Types Digitisation Project"", ""determinationnames"": ""Oleria ilerdina hermieri Brévignon, 1993"", ""preservative"": ""Dry - pinned""}",Specimen,,NHMUK013376897,Insecta,BMNH(E),South America,French Guiana,,,,,,,,,Nymphalidae,,,Oleria,,,,,Insecta; Lepidoptera; Papilionoidea; Nymphalidae; Ithomiinae,South America; French Guiana,,,,0,hermieri,NHMUK,,,,,,,,,,,,,,,,,1561734941000,,53593d36-817f-4a58-bf56-62e631767ee9,Lepidoptera,NHMUK:ecatalogue:8845117,,,,,,"Oleria ilerdina hermieri Brévignon, 1993","Brévignon, 1993",,ilerdina,,,,PARATYPE,,,,
8845368,"{""created"": 1557823133000, ""barcode"": ""013377383"", ""donorname"": ""Mr John Tennent"", ""associatedmediacount"": 2, ""project"": ""Papilionoidea New Types Digitisation Project"", ""determinationnames"": ""Mycalesis terminus mitchelli Tennent"", ""preservative"": ""Dry - pinned""}",Specimen,,NHMUK013377383,Insecta,BMNH(E),Asia,Papua New Guinea,,,,,,,,,Nymphalidae,,,Mycalesis,,,,,Arthropoda; Insecta; Lepidoptera; Nymphalidae; Satyrinae,Asia; Papua New Guinea,,,,0,mitchelli,NHMUK,,,,,,,,,,,,,,,,,1561734933000,,daf2a39e-b7ed-4374-9ce2-31744e9a6226,Lepidoptera,NHMUK:ecatalogue:8845368,Arthropoda,,,,,Mycalesis terminus mitchelli Tennent,Tennent,,terminus,,,,PARATYPE,,,,
8845007,"{""created"": 1557822827000, ""barcode"": ""013376661"", ""donorname"": ""Mr Angel L. Keymeulen"", ""associatedmediacount"": 2, ""project"": ""Papilionoidea New Types Digitisation Project"", ""determinationnames"": ""Iolana kermani Durmont"", ""preservative"": ""Dry - pinned""}",Specimen,,NHMUK013376661,Insecta,BMNH(E),Asia,Iran,,,,,,,,,Lycaenidae,,,Iolana,,,,,Arthropoda; Insecta; Lepidoptera; Papilionoidea; Lycaenidae; Polyommatinae,Asia; Iran,,,,0,,NHMUK,,,,,,,,,,,,,,,,,1561734931000,,e6dcc48d-c172-42c4-a606-6540206ac428,Lepidoptera,NHMUK:ecatalogue:8845007,Arthropoda,,,,,Iolana kermani Durmont,Durmont,,kermani,,,,HOLOTYPE,,,,
8845394,"{""created"": 1557823155000, ""barcode"": ""013377409"", ""donorname"": ""Mr John Tennent"", ""associatedmediacount"": 2, ""project"": ""Papilionoidea New Types Digitisation Project"", ""determinationnames"": ""Mycalesis terminus mitchelli Tennent"", ""preservative"": ""Dry - pinned""}",Specimen,,NHMUK013377409,Insecta,BMNH(E),Asia,Papua New Guinea,,,,,,,,,Nymphalidae,,,Mycalesis,,,,,Arthropoda; Insecta; Lepidoptera; Nymphalidae; Satyrinae,Asia; Papua New Guinea,,,,0,mitchelli,NHMUK,,,,,,,,,,,,,,,,,1561734924000,,8153ee33-9f4e-4cab-8154-612d6d265e79,Lepidoptera,NHMUK:ecatalogue:8845394,Arthropoda,,,,,Mycalesis terminus mitchelli Tennent,Tennent,,terminus,,,,PARATYPE,,,,
8845011,"{""created"": 1557822831000, ""barcode"": ""013376564"", ""donorname"": ""J Tennent"", ""associatedmediacount"": 2, ""project"": ""Papilionoidea New Types Digitisation Project"", ""determinationnames"": ""Plebicula atlantica f. rosea Tennent"", ""preservative"": ""Dry - pinned""}",Specimen,,NHMUK013376564,Insecta,BMNH(E),Africa,Morocco,,,,,,,,,Lycaenidae,,,Plebicula,,,,,Arthropoda; Insecta; Lepidoptera; Lycaenidae; Polyommatinae,Africa; Morocco,,,,0,f. rosea,NHMUK,,,,,,,,,,,,,,,,,1561734922000,,89a0e3fd-c8c4-4b7b-8b18-39f41e3fdbdb,Lepidoptera,NHMUK:ecatalogue:8845011,Arthropoda,,,,,Plebicula atlantica f. rosea Tennent,Tennent,,atlantica,,,,PARATYPE,,,,
8845312,"{""created"": 1557823087000, ""barcode"": ""013377475"", ""donorname"": ""J Tennent"", ""associatedmediacount"": 2, ""project"": ""Papilionoidea New Types Digitisation Project"", ""determinationnames"": ""Mycalesis splendens versicolor"", ""preservative"": ""Dry - pinned""}",Specimen,,NHMUK013377475,Insecta,BMNH(E),Oceania,Solomon Islands,,,,,,,,,Nymphalidae,,,Mycalesis,,,,,Insecta; Lepidoptera; Nymphalidae; Satyrinae,Oceania; Solomon Islands,,,,0,versicolor,NHMUK,,,,,,,,,,,,,,,,,1561734914000,,0519c487-babb-40ed-8b57-b7bdf7d4b137,Lepidoptera,NHMUK:ecatalogue:8845312,,,,,,Mycalesis splendens versicolor,,,splendens,,,,PARATYPE,,,,
8845195,"{""created"": 1557822989000, ""barcode"": ""013675211"", ""donorname"": ""J Tennent"", ""associatedmediacount"": 2, ""project"": ""Papilionoidea New Types Digitisation Project"", ""determinationnames"": ""Mycalesis interrupta woodsi"", ""preservative"": ""Dry - pinned""}",Specimen,,NHMUK013675211,Insecta,BMNH(E),Oceania,Solomon Islands,,,,,,,,,Nymphalidae,,,Mycalesis,,,,,Insecta; Lepidoptera; Nymphalidae; Satyrinae,Oceania; Solomon Islands,,,,0,woodsi,NHMUK,,,,,,,,,,,,,,,,,1561734907000,,bc8024c7-b72e-4f18-88b1-1f8b689e015b,Lepidoptera,NHMUK:ecatalogue:8845195,,,,,,Mycalesis interrupta woodsi,,,interrupta,,,,PARATYPE,,,,
8845018,"{""created"": 1557822837000, ""barcode"": ""013377300"", ""donorname"": ""Hsu Y. Frank"", ""associatedmediacount"": 2, ""project"": ""Papilionoidea New Types Digitisation Project"", ""determinationnames"": ""Habrodais poodiae browni Hsu"", ""preservative"": ""Dry - pinned""}",Specimen,,BMNH(E)808166,Insecta,BMNH(E),North America,Mexico,,,,,,,,,Lycaenidae,,,Habrodais,,,,,Arthropoda; Insecta; Lepidoptera; Lycaenidae; Theclinae,North America; Mexico,,,,0,browni,NHMUK,,,,,,,,,,,,,,,,,1561734905000,,73d77ee4-f5d4-4a76-8290-856b9264be76,Lepidoptera,NHMUK:ecatalogue:8845018,Arthropoda,,,,,Habrodais poodiae browni Hsu,Hsu,,poodiae,,,,PARATYPE,,,,
